M. Elimbi (Centre-back),https://datamb.football/M_Elimbi_Centre-back_stats
Antonio Espigares (Centre-back),https://datamb.football/Antonio_Espigares_Centre-back_stats
Vitor Reis (Centre-back),https://datamb.football/Vitor_Reis_Centre-back_stats
D. Blind (Centre-back),https://datamb.football/D_Blind_Centre-back_stats
J. Kramer (Centre-back),https://datamb.football/J_Kramer_Centre-back_stats
M. Meulensteen (Centre-back),https://datamb.football/M_Meulensteen_Centre-back_stats
G. Nauber (Centre-back),https://datamb.football/G_Nauber_Centre-back_stats
D. Janse (Centre-back),https://datamb.football/D_Janse_Centre-back_stats
T. Blokzijl (Centre-back),https://datamb.football/T_Blokzijl_Centre-back_stats
L. Vušković (Centre-back),https://datamb.football/L_Vu_kovi__Centre-back_stats
Daniel Elfadli (Centre-back),https://datamb.football/Daniel_Elfadli_Centre-back_stats
J. Torunarigha (Centre-back),https://datamb.football/J_Torunarigha_Centre-back_stats
N. Capaldo (Centre-back),https://datamb.football/N_Capaldo_Centre-back_stats
S. Kersten (Centre-back),https://datamb.football/S_Kersten_Centre-back_stats
M. Willemsen (Centre-back),https://datamb.football/M_Willemsen_Centre-back_stats
T. Siersleben (Centre-back),https://datamb.football/T_Siersleben_Centre-back_stats
B. Gimber (Centre-back),https://datamb.football/B_Gimber_Centre-back_stats
P. Mainka (Centre-back),https://datamb.football/P_Mainka_Centre-back_stats
Unai Núñez (Centre-back),https://datamb.football/Unai_Nunez_Centre-back_stats
M. Frese (Centre-back),https://datamb.football/M_Frese_Centre-back_stats
V. Nelsson (Centre-back),https://datamb.football/V_Nelsson_Centre-back_stats
N. Valentini (Centre-back),https://datamb.football/N_Valentini_Centre-back_stats
A. Bella-Kotchap (Centre-back),https://datamb.football/A_Bella_Kotchap_Centre-back_stats
A. Van Hoorenbeeck (Centre-back),https://datamb.football/A_Van_Hoorenbeeck_Centre-back_stats
D. Mirani (Centre-back),https://datamb.football/D_Mirani_Centre-back_stats
A. Hajdari (Centre-back),https://datamb.football/A_Hajdari_Centre-back_stats
R. Hranáč (Centre-back),https://datamb.football/R_Hrana__Centre-back_stats
A. Bastoni (Centre-back),https://datamb.football/A_Bastoni_Centre-back_stats
F. Acerbi (Centre-back),https://datamb.football/F_Acerbi_Centre-back_stats
Y. Bisseck (Centre-back),https://datamb.football/Y_Bisseck_Centre-back_stats
M. Akanji (Centre-back),https://datamb.football/M_Akanji_Centre-back_stats
L. Kelly (Centre-back),https://datamb.football/L_Kelly_Centre-back_stats
T. Koopmeiners (Centre-back),https://datamb.football/T_Koopmeiners_Centre-back_stats
Bremer (Centre-back),https://datamb.football/Bremer_Centre-back_stats
P. Kalulu (Centre-back),https://datamb.football/P_Kalulu_Centre-back_stats
F. Gatti (Centre-back),https://datamb.football/F_Gatti_Centre-back_stats
